	ph	exon	ph_chr	ph_start	ph_end	ph_strand	exon_chr	exon_start	exon_end	exon_strand	strand
928	chr3_9471488_9473441_+	chr3_9471609_9471735_+	3	9471488	9473441	+	3	9471609	9471735	+	1
929	chr3_9471488_9473441_+	chr3_9471634_9471735_+	3	9471488	9473441	+	3	9471634	9471735	+	1
930	chr3_9471488_9473441_+	chr3_9471657_9471735_+	3	9471488	9473441	+	3	9471657	9471735	+	1
931	chr3_9471488_9476420_+	chr3_9471609_9471735_+	3	9471488	9476420	+	3	9471609	9471735	+	1
932	chr3_9471488_9476420_+	chr3_9471634_9471735_+	3	9471488	9476420	+	3	9471634	9471735	+	1
933	chr3_9471488_9476420_+	chr3_9471657_9471735_+	3	9471488	9476420	+	3	9471657	9471735	+	1
934	chr3_9471489_9476583_+	chr3_9471609_9471735_+	3	9471489	9476583	+	3	9471609	9471735	+	1
935	chr3_9471489_9476583_+	chr3_9471634_9471735_+	3	9471489	9476583	+	3	9471634	9471735	+	1
936	chr3_9471489_9476583_+	chr3_9471657_9471735_+	3	9471489	9476583	+	3	9471657	9471735	+	1
937	chr3_9471491_9478180_+	chr3_9471609_9471735_+	3	9471491	9478180	+	3	9471609	9471735	+	1
938	chr3_9471491_9478180_+	chr3_9471634_9471735_+	3	9471491	9478180	+	3	9471634	9471735	+	1
939	chr3_9471491_9478180_+	chr3_9471657_9471735_+	3	9471491	9478180	+	3	9471657	9471735	+	1
940	chr3_9471497_9476236_+	chr3_9471609_9471735_+	3	9471497	9476236	+	3	9471609	9471735	+	1
941	chr3_9471497_9476236_+	chr3_9471634_9471735_+	3	9471497	9476236	+	3	9471634	9471735	+	1
942	chr3_9471497_9476236_+	chr3_9471657_9471735_+	3	9471497	9476236	+	3	9471657	9471735	+	1
943	chr3_9510190_9510542_+	chr3_9510203_9510259_+	3	9510190	9510542	+	3	9510203	9510259	+	1
944	chr3_12938893_12944332_-	chr3_12944273_12944322_-	3	12938893	12944332	-	3	12944273	12944322	-	-1
945	chr3_12939289_12944324_-	chr3_12944273_12944322_-	3	12939289	12944324	-	3	12944273	12944322	-	-1
946	chr3_12941019_12944326_-	chr3_12944273_12944322_-	3	12941019	12944326	-	3	12944273	12944322	-	-1
947	chr3_12941054_12944335_-	chr3_12944273_12944322_-	3	12941054	12944335	-	3	12944273	12944322	-	-1
948	chr3_12943777_12944334_-	chr3_12944273_12944322_-	3	12943777	12944334	-	3	12944273	12944322	-	-1
949	chr3_12943813_12944324_-	chr3_12944273_12944322_-	3	12943813	12944324	-	3	12944273	12944322	-	-1
950	chr3_12943833_12944329_-	chr3_12944273_12944322_-	3	12943833	12944329	-	3	12944273	12944322	-	-1
951	chr3_12944079_12944333_-	chr3_12944273_12944322_-	3	12944079	12944333	-	3	12944273	12944322	-	-1
952	chr3_12944248_12944330_-	chr3_12944273_12944322_-	3	12944248	12944330	-	3	12944273	12944322	-	-1
953	chr3_33438009_33442461_-	chr3_33438237_33438370_-	3	33438009	33442461	-	3	33438237	33438370	-	-1
954	chr3_50139368_50142575_+	chr3_50141681_50141741_+	3	50139368	50142575	+	3	50141681	50141741	+	1
956	chr3_50140291_50144299_+	chr3_50141681_50141741_+	3	50140291	50144299	+	3	50141681	50141741	+	1
958	chr3_50355390_50360284_-	chr3_50358797_50359144_-	3	50355390	50360284	-	3	50358797	50359144	-	-1
959	chr3_50355390_50360284_-	chr3_50358797_50359204_-	3	50355390	50360284	-	3	50358797	50359204	-	-1
960	chr3_57902878_57911938_+	chr3_57911572_57911661_+	3	57902878	57911938	+	3	57911572	57911661	+	1
961	chr3_57909407_57911897_+	chr3_57911572_57911661_+	3	57909407	57911897	+	3	57911572	57911661	+	1
962	chr3_149679863_149686040_-	chr3_149684055_149684373_-	3	149679863	149686040	-	3	149684055	149684373	-	-1
963	chr3_149679863_149686040_-	chr3_149684072_149684373_-	3	149679863	149686040	-	3	149684072	149684373	-	-1
964	chr3_149679863_149686040_-	chr3_149684103_149684373_-	3	149679863	149686040	-	3	149684103	149684373	-	-1
965	chr3_149683141_149686058_-	chr3_149684055_149684373_-	3	149683141	149686058	-	3	149684055	149684373	-	-1
966	chr3_149683141_149686058_-	chr3_149684072_149684373_-	3	149683141	149686058	-	3	149684072	149684373	-	-1
967	chr3_149683141_149686058_-	chr3_149684103_149684373_-	3	149683141	149686058	-	3	149684103	149684373	-	-1
968	chr3_149683187_149688660_-	chr3_149684055_149684373_-	3	149683187	149688660	-	3	149684055	149684373	-	-1
969	chr3_149683187_149688660_-	chr3_149684072_149684373_-	3	149683187	149688660	-	3	149684072	149684373	-	-1
970	chr3_149683187_149688660_-	chr3_149684103_149684373_-	3	149683187	149688660	-	3	149684103	149684373	-	-1
971	chr3_149683214_149686050_-	chr3_149684055_149684373_-	3	149683214	149686050	-	3	149684055	149684373	-	-1
972	chr3_149683214_149686050_-	chr3_149684072_149684373_-	3	149683214	149686050	-	3	149684072	149684373	-	-1
973	chr3_149683214_149686050_-	chr3_149684103_149684373_-	3	149683214	149686050	-	3	149684103	149684373	-	-1
974	chr3_149683280_149686042_-	chr3_149684055_149684373_-	3	149683280	149686042	-	3	149684055	149684373	-	-1
975	chr3_149683280_149686042_-	chr3_149684072_149684373_-	3	149683280	149686042	-	3	149684072	149684373	-	-1
976	chr3_149683280_149686042_-	chr3_149684103_149684373_-	3	149683280	149686042	-	3	149684103	149684373	-	-1
977	chr3_149683302_149688675_-	chr3_149684055_149684373_-	3	149683302	149688675	-	3	149684055	149684373	-	-1
978	chr3_149683302_149688675_-	chr3_149684072_149684373_-	3	149683302	149688675	-	3	149684072	149684373	-	-1
979	chr3_149683302_149688675_-	chr3_149684103_149684373_-	3	149683302	149688675	-	3	149684103	149684373	-	-1
980	chr3_149683547_149688681_-	chr3_149684055_149684373_-	3	149683547	149688681	-	3	149684055	149684373	-	-1
981	chr3_149683547_149688681_-	chr3_149684072_149684373_-	3	149683547	149688681	-	3	149684072	149684373	-	-1
982	chr3_149683547_149688681_-	chr3_149684103_149684373_-	3	149683547	149688681	-	3	149684103	149684373	-	-1
983	chr3_149683600_149688661_-	chr3_149684055_149684373_-	3	149683600	149688661	-	3	149684055	149684373	-	-1
984	chr3_149683600_149688661_-	chr3_149684072_149684373_-	3	149683600	149688661	-	3	149684072	149684373	-	-1
985	chr3_149683600_149688661_-	chr3_149684103_149684373_-	3	149683600	149688661	-	3	149684103	149684373	-	-1
986	chr3_149683718_149684387_-	chr3_149684055_149684373_-	3	149683718	149684387	-	3	149684055	149684373	-	-1
987	chr3_149683718_149684387_-	chr3_149684072_149684373_-	3	149683718	149684387	-	3	149684072	149684373	-	-1
988	chr3_149683718_149684387_-	chr3_149684103_149684373_-	3	149683718	149684387	-	3	149684103	149684373	-	-1
989	chr3_149683887_149686041_-	chr3_149684055_149684373_-	3	149683887	149686041	-	3	149684055	149684373	-	-1
990	chr3_149683887_149686041_-	chr3_149684072_149684373_-	3	149683887	149686041	-	3	149684072	149684373	-	-1
991	chr3_149683887_149686041_-	chr3_149684103_149684373_-	3	149683887	149686041	-	3	149684103	149684373	-	-1
992	chr3_149684056_149688661_-	chr3_149684072_149684373_-	3	149684056	149688661	-	3	149684072	149684373	-	-1
993	chr3_149684056_149688661_-	chr3_149684103_149684373_-	3	149684056	149688661	-	3	149684103	149684373	-	-1
994	chr3_152164340_152173889_+	chr3_152173331_152173366_+	3	152164340	152173889	+	3	152173331	152173366	+	1
995	chr3_152164573_152173918_+	chr3_152173331_152173366_+	3	152164573	152173918	+	3	152173331	152173366	+	1
996	chr3_152165070_152173908_+	chr3_152173331_152173366_+	3	152165070	152173908	+	3	152173331	152173366	+	1
997	chr3_156865943_156875104_-	chr3_156874725_156874872_-	3	156865943	156875104	-	3	156874725	156874872	-	-1
998	chr3_156865943_156875104_-	chr3_156874796_156874872_-	3	156865943	156875104	-	3	156874796	156874872	-	-1
999	chr3_156865943_156875104_-	chr3_156874800_156874872_-	3	156865943	156875104	-	3	156874800	156874872	-	-1
1000	chr3_156865943_156875104_-	chr3_156874842_156874872_-	3	156865943	156875104	-	3	156874842	156874872	-	-1
1001	chr3_156869789_156876137_-	chr3_156874725_156874872_-	3	156869789	156876137	-	3	156874725	156874872	-	-1
1002	chr3_156869789_156876137_-	chr3_156874800_156874872_-	3	156869789	156876137	-	3	156874800	156874872	-	-1
1003	chr3_156869791_156876307_-	chr3_156874725_156874872_-	3	156869791	156876307	-	3	156874725	156874872	-	-1
1004	chr3_156869791_156876307_-	chr3_156874800_156874872_-	3	156869791	156876307	-	3	156874800	156874872	-	-1
1005	chr3_156869810_156876087_-	chr3_156874725_156874872_-	3	156869810	156876087	-	3	156874725	156874872	-	-1
1006	chr3_156869810_156876087_-	chr3_156874800_156874872_-	3	156869810	156876087	-	3	156874800	156874872	-	-1
1007	chr3_156869857_156876100_-	chr3_156874725_156874872_-	3	156869857	156876100	-	3	156874725	156874872	-	-1
1008	chr3_156869857_156876100_-	chr3_156874800_156874872_-	3	156869857	156876100	-	3	156874800	156874872	-	-1
1009	chr3_184096830_184106687_+	chr3_184105162_184105189_+	3	184096830	184106687	+	3	184105162	184105189	+	1
1010	chr3_184096830_184106687_+	chr3_184105162_184105265_+	3	184096830	184106687	+	3	184105162	184105265	+	1
1011	chr3_184097550_184107553_+	chr3_184105162_184105189_+	3	184097550	184107553	+	3	184105162	184105189	+	1
1012	chr3_184097550_184107553_+	chr3_184105162_184105265_+	3	184097550	184107553	+	3	184105162	184105265	+	1
1013	chr3_184097572_184107265_+	chr3_184105162_184105189_+	3	184097572	184107265	+	3	184105162	184105189	+	1
1014	chr3_184097572_184107265_+	chr3_184105162_184105265_+	3	184097572	184107265	+	3	184105162	184105265	+	1
1015	chr3_184098077_184107265_+	chr3_184105162_184105189_+	3	184098077	184107265	+	3	184105162	184105189	+	1
1016	chr3_184098077_184107265_+	chr3_184105162_184105265_+	3	184098077	184107265	+	3	184105162	184105265	+	1
1017	chr4_1804620_1808852_+	chr4_1804641_1804791_+	4	1804620	1808852	+	4	1804641	1804791	+	1
1018	chr4_1804620_1808852_+	chr4_1804641_1804879_+	4	1804620	1808852	+	4	1804641	1804879	+	1
1019	chr4_1804620_1808852_+	chr4_1805419_1805563_+	4	1804620	1808852	+	4	1805419	1805563	+	1
1020	chr1_1326889_1328101_-	chr1_1328059_1328096_-	1	1326889	1328101	-	1	1328059	1328096	-	-1
1021	chr4_83286396_83294886_-	chr4_83292681_83292737_-	4	83286396	83294886	-	4	83292681	83292737	-	-1
1022	chr4_83287288_83294911_-	chr4_83292681_83292737_-	4	83287288	83294911	-	4	83292681	83292737	-	-1
1024	chr4_83289006_83295030_-	chr4_83292681_83292737_-	4	83289006	83295030	-	4	83292681	83292737	-	-1
1025	chr4_83289123_83294997_-	chr4_83292681_83292737_-	4	83289123	83294997	-	4	83292681	83292737	-	-1
1026	chr4_83289130_83295108_-	chr4_83292681_83292737_-	4	83289130	83295108	-	4	83292681	83292737	-	-1
1027	chr4_83289131_83294855_-	chr4_83292681_83292737_-	4	83289131	83294855	-	4	83292681	83292737	-	-1
1028	chr4_83289131_83294919_-	chr4_83292681_83292737_-	4	83289131	83294919	-	4	83292681	83292737	-	-1
1030	chr4_83289193_83294937_-	chr4_83292681_83292737_-	4	83289193	83294937	-	4	83292681	83292737	-	-1
1032	chr4_83291996_83295000_-	chr4_83292681_83292737_-	4	83291996	83295000	-	4	83292681	83292737	-	-1
1033	chr4_83292093_83295022_-	chr4_83292681_83292737_-	4	83292093	83295022	-	4	83292681	83292737	-	-1
1035	chr4_83344448_83346821_-	chr4_83346716_83346820_-	4	83344448	83346821	-	4	83346716	83346820	-	-1
1037	chr4_83345866_83346950_-	chr4_83346716_83346820_-	4	83345866	83346950	-	4	83346716	83346820	-	-1
1039	chr4_83345871_83350992_-	chr4_83346716_83346820_-	4	83345871	83350992	-	4	83346716	83346820	-	-1
1040	chr4_83346406_83346959_-	chr4_83346716_83346820_-	4	83346406	83346959	-	4	83346716	83346820	-	-1
1043	chr4_103748390_103749071_-	chr4_103748584_103748969_-	4	103748390	103749071	-	4	103748584	103748969	-	-1
1045	chr4_103748596_103754453_-	chr4_103748749_103749105_-	4	103748596	103754453	-	4	103748749	103749105	-	-1
1048	chr4_103748596_103754453_-	chr4_103749101_103749167_-	4	103748596	103754453	-	4	103749101	103749167	-	-1
1051	chr4_103748596_103754453_-	chr4_103749101_103749186_-	4	103748596	103754453	-	4	103749101	103749186	-	-1
1054	chr4_103748596_103754453_-	chr4_103749101_103749188_-	4	103748596	103754453	-	4	103749101	103749188	-	-1
1057	chr4_103748596_103754453_-	chr4_103749101_103749221_-	4	103748596	103754453	-	4	103749101	103749221	-	-1
1060	chr4_103748596_103754453_-	chr4_103749101_103749316_-	4	103748596	103754453	-	4	103749101	103749316	-	-1
1063	chr1_1326893_1328186_-	chr1_1327668_1328183_-	1	1326893	1328186	-	1	1327668	1328183	-	-1
1064	chr1_1326893_1328186_-	chr1_1328059_1328096_-	1	1326893	1328186	-	1	1328059	1328096	-	-1
1065	chr1_1326893_1328186_-	chr1_1328059_1328183_-	1	1326893	1328186	-	1	1328059	1328183	-	-1
1066	chr1_1326893_1328186_-	chr1_1328170_1328183_-	1	1326893	1328186	-	1	1328170	1328183	-	-1
1067	chr5_65447630_65455044_+	chr5_65451893_65454760_+	5	65447630	65455044	+	5	65451893	65454760	+	1
1068	chr5_65447630_65455044_+	chr5_65454637_65454760_+	5	65447630	65455044	+	5	65454637	65454760	+	1
1069	chr5_65451853_65460504_+	chr5_65451893_65454760_+	5	65451853	65460504	+	5	65451893	65454760	+	1
1070	chr5_65451853_65460504_+	chr5_65454637_65454760_+	5	65451853	65460504	+	5	65454637	65454760	+	1
1071	chr5_65451905_65461386_+	chr5_65454637_65454760_+	5	65451905	65461386	+	5	65454637	65454760	+	1
1072	chr5_65451933_65460551_+	chr5_65454637_65454760_+	5	65451933	65460551	+	5	65454637	65454760	+	1
1073	chr5_65451987_65460606_+	chr5_65454637_65454760_+	5	65451987	65460606	+	5	65454637	65454760	+	1
1074	chr5_65452761_65460614_+	chr5_65454637_65454760_+	5	65452761	65460614	+	5	65454637	65454760	+	1
1075	chr5_65454600_65458536_+	chr5_65454637_65454760_+	5	65454600	65458536	+	5	65454637	65454760	+	1
1076	chr5_65454603_65454896_+	chr5_65454637_65454760_+	5	65454603	65454896	+	5	65454637	65454760	+	1
1077	chr5_65454606_65463195_+	chr5_65454637_65454760_+	5	65454606	65463195	+	5	65454637	65454760	+	1
1078	chr5_73925154_73935167_-	chr5_73933319_73933443_-	5	73925154	73935167	-	5	73933319	73933443	-	-1
1079	chr5_73925812_73935570_-	chr5_73933319_73933443_-	5	73925812	73935570	-	5	73933319	73933443	-	-1
1080	chr1_148334149_148342473_-	chr1_148335535_148335740_-	1	148334149	148342473	-	1	148335535	148335740	-	-1
1081	chr1_148334149_148342473_-	chr1_148334195_148334246_-	1	148334149	148342473	-	1	148334195	148334246	-	-1
1082	chr1_148334259_148342010_-	chr1_148335535_148335740_-	1	148334259	148342010	-	1	148335535	148335740	-	-1
1083	chr1_148335516_148342009_-	chr1_148335535_148335740_-	1	148335516	148342009	-	1	148335535	148335740	-	-1
1084	chr1_151297149_151299799_-	chr1_151298648_151298724_-	1	151297149	151299799	-	1	151298648	151298724	-	-1
1085	chr1_151297149_151299799_-	chr1_151298648_151298849_-	1	151297149	151299799	-	1	151298648	151298849	-	-1
1086	chr1_151298512_151299790_-	chr1_151298648_151298724_-	1	151298512	151299790	-	1	151298648	151298724	-	-1
1087	chr1_151298512_151299790_-	chr1_151298648_151298849_-	1	151298512	151299790	-	1	151298648	151298849	-	-1
1088	chr5_138642444_138650372_+	chr5_138642930_138644016_+	5	138642444	138650372	+	5	138642930	138644016	+	1
1089	chr5_138642444_138650372_+	chr5_138643784_138644016_+	5	138642444	138650372	+	5	138643784	138644016	+	1
1090	chr5_138642444_138650372_+	chr5_138643932_138644016_+	5	138642444	138650372	+	5	138643932	138644016	+	1
1091	chr5_138642995_138650369_+	chr5_138643784_138644016_+	5	138642995	138650369	+	5	138643784	138644016	+	1
1093	chr5_138642995_138650369_+	chr5_138643932_138644016_+	5	138642995	138650369	+	5	138643932	138644016	+	1
1095	chr5_138644215_138651772_+	chr5_138651036_138651427_+	5	138644215	138651772	+	5	138651036	138651427	+	1
1096	chr5_138644215_138651772_+	chr5_138651386_138651427_+	5	138644215	138651772	+	5	138651386	138651427	+	1
1097	chr5_138650350_138652795_+	chr5_138651036_138651427_+	5	138650350	138652795	+	5	138651036	138651427	+	1
1098	chr5_138650350_138652795_+	chr5_138651386_138651427_+	5	138650350	138652795	+	5	138651386	138651427	+	1
1099	chr1_153580897_153585517_-	chr1_153581375_153581820_-	1	153580897	153585517	-	1	153581375	153581820	-	-1
1100	chr5_175774600_175782753_-	chr5_175779692_175779751_-	5	175774600	175782753	-	5	175779692	175779751	-	-1
1101	chr5_175774600_175782753_-	chr5_175779706_175779751_-	5	175774600	175782753	-	5	175779706	175779751	-	-1
1102	chr5_175774600_175782753_-	chr5_175782574_175782752_-	5	175774600	175782753	-	5	175782574	175782752	-	-1
1103	chr5_175775060_175782756_-	chr5_175779692_175779751_-	5	175775060	175782756	-	5	175779692	175779751	-	-1
1104	chr5_175775060_175782756_-	chr5_175779706_175779751_-	5	175775060	175782756	-	5	175779706	175779751	-	-1
1105	chr5_175775060_175782756_-	chr5_175782574_175782752_-	5	175775060	175782756	-	5	175782574	175782752	-	-1
1106	chr5_175782753_175786574_-	chr5_175786465_175786570_-	5	175782753	175786574	-	5	175786465	175786570	-	-1
1107	chr5_175782753_175786574_-	chr5_175786484_175786570_-	5	175782753	175786574	-	5	175786484	175786570	-	-1
1108	chr5_175782753_175786574_-	chr5_175786528_175786570_-	5	175782753	175786574	-	5	175786528	175786570	-	-1
1109	chr5_179041174_179048450_-	chr5_179043875_179043959_-	5	179041174	179048450	-	5	179043875	179043959	-	-1
1110	chr5_179041174_179048450_-	chr5_179043900_179043959_-	5	179041174	179048450	-	5	179043900	179043959	-	-1
1111	chr5_179041408_179044524_-	chr5_179042547_179042596_-	5	179041408	179044524	-	5	179042547	179042596	-	-1
1112	chr5_179041408_179044524_-	chr5_179042561_179042596_-	5	179041408	179044524	-	5	179042561	179042596	-	-1
1113	chr5_179041476_179048051_-	chr5_179046102_179046408_-	5	179041476	179048051	-	5	179046102	179046408	-	-1
1114	chr5_179041476_179048051_-	chr5_179046270_179046361_-	5	179041476	179048051	-	5	179046270	179046361	-	-1
1115	chr5_179041476_179048051_-	chr5_179046270_179046709_-	5	179041476	179048051	-	5	179046270	179046709	-	-1
1116	chr5_179041476_179048051_-	chr5_179046274_179046408_-	5	179041476	179048051	-	5	179046274	179046408	-	-1
1117	chr5_179041476_179048051_-	chr5_179046302_179046408_-	5	179041476	179048051	-	5	179046302	179046408	-	-1
1118	chr5_179041476_179048051_-	chr5_179046316_179046408_-	5	179041476	179048051	-	5	179046316	179046408	-	-1
1119	chr5_179041476_179048051_-	chr5_179043870_179043959_-	5	179041476	179048051	-	5	179043870	179043959	-	-1
1120	chr5_179041476_179048051_-	chr5_179043875_179043959_-	5	179041476	179048051	-	5	179043875	179043959	-	-1
1122	chr5_179041476_179048051_-	chr5_179043900_179043959_-	5	179041476	179048051	-	5	179043900	179043959	-	-1
1124	chr5_179041951_179043986_-	chr5_179043870_179043959_-	5	179041951	179043986	-	5	179043870	179043959	-	-1
1125	chr5_179041951_179043986_-	chr5_179043875_179043959_-	5	179041951	179043986	-	5	179043875	179043959	-	-1
1126	chr5_179041951_179043986_-	chr5_179043900_179043959_-	5	179041951	179043986	-	5	179043900	179043959	-	-1
1127	chr5_179042065_179047878_-	chr5_179042547_179042596_-	5	179042065	179047878	-	5	179042547	179042596	-	-1
1128	chr5_179042065_179047878_-	chr5_179042561_179042596_-	5	179042065	179047878	-	5	179042561	179042596	-	-1
1129	chr5_179042135_179043977_-	chr5_179043870_179043959_-	5	179042135	179043977	-	5	179043870	179043959	-	-1
1130	chr5_179042135_179043977_-	chr5_179043875_179043959_-	5	179042135	179043977	-	5	179043875	179043959	-	-1
1131	chr5_179042135_179043977_-	chr5_179043900_179043959_-	5	179042135	179043977	-	5	179043900	179043959	-	-1
1132	chr5_179042432_179048452_-	chr5_179043875_179043959_-	5	179042432	179048452	-	5	179043875	179043959	-	-1
1133	chr5_179042432_179048452_-	chr5_179043900_179043959_-	5	179042432	179048452	-	5	179043900	179043959	-	-1
1134	chr5_179043270_179045696_-	chr5_179043875_179043959_-	5	179043270	179045696	-	5	179043875	179043959	-	-1
1135	chr5_179043270_179045696_-	chr5_179043900_179043959_-	5	179043270	179045696	-	5	179043900	179043959	-	-1
1136	chr5_179043279_179046466_-	chr5_179043875_179043959_-	5	179043279	179046466	-	5	179043875	179043959	-	-1
1137	chr5_179043279_179046466_-	chr5_179043900_179043959_-	5	179043279	179046466	-	5	179043900	179043959	-	-1
1138	chr5_179043280_179044030_-	chr5_179043875_179043959_-	5	179043280	179044030	-	5	179043875	179043959	-	-1
1139	chr5_179043280_179044030_-	chr5_179043900_179043959_-	5	179043280	179044030	-	5	179043900	179043959	-	-1
1140	chr5_179043962_179050438_-	chr5_179046102_179046408_-	5	179043962	179050438	-	5	179046102	179046408	-	-1
1141	chr5_179043962_179050438_-	chr5_179046270_179046361_-	5	179043962	179050438	-	5	179046270	179046361	-	-1
1142	chr5_179043962_179050438_-	chr5_179046270_179046709_-	5	179043962	179050438	-	5	179046270	179046709	-	-1
1143	chr5_179043962_179050438_-	chr5_179046274_179046408_-	5	179043962	179050438	-	5	179046274	179046408	-	-1
1144	chr5_179043962_179050438_-	chr5_179046302_179046408_-	5	179043962	179050438	-	5	179046302	179046408	-	-1
1145	chr5_179043962_179050438_-	chr5_179046316_179046408_-	5	179043962	179050438	-	5	179046316	179046408	-	-1
1146	chr5_179044988_179048047_-	chr5_179046102_179046408_-	5	179044988	179048047	-	5	179046102	179046408	-	-1
1147	chr5_179044988_179048047_-	chr5_179046270_179046361_-	5	179044988	179048047	-	5	179046270	179046361	-	-1
1148	chr5_179044988_179048047_-	chr5_179046270_179046709_-	5	179044988	179048047	-	5	179046270	179046709	-	-1
1149	chr5_179044988_179048047_-	chr5_179046274_179046408_-	5	179044988	179048047	-	5	179046274	179046408	-	-1
1150	chr5_179044988_179048047_-	chr5_179046302_179046408_-	5	179044988	179048047	-	5	179046302	179046408	-	-1
1151	chr5_179044988_179048047_-	chr5_179046316_179046408_-	5	179044988	179048047	-	5	179046316	179046408	-	-1
1152	chr5_179045700_179048403_-	chr5_179046102_179046408_-	5	179045700	179048403	-	5	179046102	179046408	-	-1
1153	chr5_179045700_179048403_-	chr5_179046270_179046361_-	5	179045700	179048403	-	5	179046270	179046361	-	-1
1154	chr5_179045700_179048403_-	chr5_179046270_179046709_-	5	179045700	179048403	-	5	179046270	179046709	-	-1
1155	chr5_179045700_179048403_-	chr5_179046274_179046408_-	5	179045700	179048403	-	5	179046274	179046408	-	-1
1156	chr5_179045700_179048403_-	chr5_179046302_179046408_-	5	179045700	179048403	-	5	179046302	179046408	-	-1
1157	chr5_179045700_179048403_-	chr5_179046316_179046408_-	5	179045700	179048403	-	5	179046316	179046408	-	-1
1158	chr6_4055785_4065026_+	chr6_4062791_4062867_+	6	4055785	4065026	+	6	4062791	4062867	+	1
1159	chr6_4056836_4063362_+	chr6_4062791_4062867_+	6	4056836	4063362	+	6	4062791	4062867	+	1
1160	chr6_4056843_4065079_+	chr6_4062791_4062867_+	6	4056843	4065079	+	6	4062791	4062867	+	1
1161	chr6_4056857_4063295_+	chr6_4062791_4062867_+	6	4056857	4063295	+	6	4062791	4062867	+	1
1162	chr6_4060861_4063305_+	chr6_4062791_4062867_+	6	4060861	4063305	+	6	4062791	4062867	+	1
1163	chr6_4060901_4065054_+	chr6_4062791_4062867_+	6	4060901	4065054	+	6	4062791	4062867	+	1
1164	chr6_4061003_4063360_+	chr6_4062791_4062867_+	6	4061003	4063360	+	6	4062791	4062867	+	1
1165	chr6_4061279_4062912_+	chr6_4062791_4062867_+	6	4061279	4062912	+	6	4062791	4062867	+	1
1166	chr6_4061312_4063324_+	chr6_4062791_4062867_+	6	4061312	4063324	+	6	4062791	4062867	+	1
1168	chr6_4061430_4063296_+	chr6_4062791_4062867_+	6	4061430	4063296	+	6	4062791	4062867	+	1
1169	chr6_4061447_4063359_+	chr6_4062791_4062867_+	6	4061447	4063359	+	6	4062791	4062867	+	1
1170	chr6_4061492_4063356_+	chr6_4062791_4062867_+	6	4061492	4063356	+	6	4062791	4062867	+	1
1171	chr6_4061584_4063363_+	chr6_4062791_4062867_+	6	4061584	4063363	+	6	4062791	4062867	+	1
1172	chr6_4061851_4065087_+	chr6_4062791_4062867_+	6	4061851	4065087	+	6	4062791	4062867	+	1
1173	chr6_4061897_4065086_+	chr6_4062791_4062867_+	6	4061897	4065086	+	6	4062791	4062867	+	1
1174	chr6_4061917_4063315_+	chr6_4062791_4062867_+	6	4061917	4063315	+	6	4062791	4062867	+	1
1175	chr6_4061943_4065043_+	chr6_4062791_4062867_+	6	4061943	4065043	+	6	4062791	4062867	+	1
1176	chr6_4062006_4063309_+	chr6_4062791_4062867_+	6	4062006	4063309	+	6	4062791	4062867	+	1
1177	chr6_4062060_4063313_+	chr6_4062791_4062867_+	6	4062060	4063313	+	6	4062791	4062867	+	1
1178	chr6_4062160_4063350_+	chr6_4062791_4062867_+	6	4062160	4063350	+	6	4062791	4062867	+	1
1179	chr6_4062404_4065087_+	chr6_4062791_4062867_+	6	4062404	4065087	+	6	4062791	4062867	+	1
1181	chr6_4062433_4062884_+	chr6_4062791_4062867_+	6	4062433	4062884	+	6	4062791	4062867	+	1
1182	chr6_4062452_4063298_+	chr6_4062791_4062867_+	6	4062452	4063298	+	6	4062791	4062867	+	1
1184	chr6_4062461_4062881_+	chr6_4062791_4062867_+	6	4062461	4062881	+	6	4062791	4062867	+	1
1185	chr6_4062461_4063364_+	chr6_4062791_4062867_+	6	4062461	4063364	+	6	4062791	4062867	+	1
1186	chr6_4062466_4063490_+	chr6_4062791_4062867_+	6	4062466	4063490	+	6	4062791	4062867	+	1
1187	chr6_31607228_31612192_-	chr6_31612084_31612191_-	6	31607228	31612192	-	6	31612084	31612191	-	-1
1188	chr6_31607484_31612192_-	chr6_31612084_31612191_-	6	31607484	31612192	-	6	31612084	31612191	-	-1
1189	chr6_31612053_31619738_-	chr6_31612084_31612191_-	6	31612053	31619738	-	6	31612084	31612191	-	-1
1190	chr6_31612054_31616981_-	chr6_31612084_31612191_-	6	31612054	31616981	-	6	31612084	31612191	-	-1
1191	chr6_31612054_31619775_-	chr6_31612084_31612191_-	6	31612054	31619775	-	6	31612084	31612191	-	-1
1192	chr6_31612057_31619758_-	chr6_31612084_31612191_-	6	31612057	31619758	-	6	31612084	31612191	-	-1
1193	chr6_31612057_31620251_-	chr6_31612084_31612191_-	6	31612057	31620251	-	6	31612084	31612191	-	-1
1194	chr6_31847643_31857383_-	chr6_31856746_31856847_-	6	31847643	31857383	-	6	31856746	31856847	-	-1
1195	chr6_31855809_31865106_-	chr6_31856746_31856847_-	6	31855809	31865106	-	6	31856746	31856847	-	-1
1196	chr6_31856043_31865109_-	chr6_31856746_31856847_-	6	31856043	31865109	-	6	31856746	31856847	-	-1
1197	chr6_43012960_43021387_-	chr6_43015685_43015727_-	6	43012960	43021387	-	6	43015685	43015727	-	-1
1198	chr6_43740595_43750084_+	chr6_43749693_43749789_+	6	43740595	43750084	+	6	43749693	43749789	+	1
1199	chr6_43740595_43750084_+	chr6_43749693_43749824_+	6	43740595	43750084	+	6	43749693	43749824	+	1
1200	chr6_43740595_43750084_+	chr6_43749748_43749824_+	6	43740595	43750084	+	6	43749748	43749824	+	1
